"Raw_df.Date","Raw_df.Station","daily_rainfall"
"19/1/2016","Toa Payoh",4.8
"20/1/2016","Toa Payoh",5
"21/1/2016","Toa Payoh",0.4
"22/1/2016","Toa Payoh",17.8
"23/1/2016","Toa Payoh",7
"24/1/2016","Toa Payoh",2.8
"25/1/2016","Toa Payoh",6
"26/1/2016","Toa Payoh",2.8
"27/1/2016","Toa Payoh",0
"28/1/2016","Toa Payoh",0
"29/1/2016","Toa Payoh",1.4
"30/1/2016","Toa Payoh",0
"31/1/2016","Toa Payoh",0
"1/2/2016","Toa Payoh",0
"2/2/2016","Toa Payoh",2.6
"3/2/2016","Toa Payoh",0
"4/2/2016","Toa Payoh",2.8
"5/2/2016","Toa Payoh",2.8
"6/2/2016","Toa Payoh",9.8
"7/2/2016","Toa Payoh",24.8
"8/2/2016","Toa Payoh",0
"9/2/2016","Toa Payoh",0
"10/2/2016","Toa Payoh",0.8
"11/2/2016","Toa Payoh",0
"12/2/2016","Toa Payoh",14.6
"13/2/2016","Toa Payoh",0
"14/2/2016","Toa Payoh",29.6
"15/2/2016","Toa Payoh",0
"16/2/2016","Toa Payoh",0
"17/2/2016","Toa Payoh",0
"18/2/2016","Toa Payoh",0
"19/2/2016","Toa Payoh",93.2
"20/2/2016","Toa Payoh",3.2
"21/2/2016","Toa Payoh",0.2
"22/2/2016","Toa Payoh",0
"23/2/2016","Toa Payoh",0
"24/2/2016","Toa Payoh",7.6
"25/2/2016","Toa Payoh",0
"26/2/2016","Toa Payoh",0
"27/2/2016","Toa Payoh",0
"28/2/2016","Toa Payoh",0
"29/2/2016","Toa Payoh",0
"1/3/2016","Toa Payoh",0
"2/3/2016","Toa Payoh",0
"3/3/2016","Toa Payoh",0
"4/3/2016","Toa Payoh",0.2
"5/3/2016","Toa Payoh",0.2
"6/3/2016","Toa Payoh",0
"7/3/2016","Toa Payoh",0
"8/3/2016","Toa Payoh",24
"9/3/2016","Toa Payoh",0
"10/3/2016","Toa Payoh",2.4
"11/3/2016","Toa Payoh",0
"12/3/2016","Toa Payoh",0
"13/3/2016","Toa Payoh",23.2
"14/3/2016","Toa Payoh",0
"15/3/2016","Toa Payoh",0
"16/3/2016","Toa Payoh",0
"17/3/2016","Toa Payoh",0
"18/3/2016","Toa Payoh",0
"19/3/2016","Toa Payoh",0
"20/3/2016","Toa Payoh",2.6
"21/3/2016","Toa Payoh",0
"22/3/2016","Toa Payoh",0.2
"23/3/2016","Toa Payoh",0
"24/3/2016","Toa Payoh",0
"25/3/2016","Toa Payoh",0.2
"26/3/2016","Toa Payoh",0
"27/3/2016","Toa Payoh",0
"28/3/2016","Toa Payoh",0
"29/3/2016","Toa Payoh",0
"30/3/2016","Toa Payoh",0
"31/3/2016","Toa Payoh",0.2
"1/4/2016","Toa Payoh",0
"2/4/2016","Toa Payoh",0
"3/4/2016","Toa Payoh",1.6
"4/4/2016","Toa Payoh",0
"5/4/2016","Toa Payoh",0
"6/4/2016","Toa Payoh",0
"7/4/2016","Toa Payoh",0
"8/4/2016","Toa Payoh",0
"9/4/2016","Toa Payoh",40
"10/4/2016","Toa Payoh",0.2
"11/4/2016","Toa Payoh",0
"12/4/2016","Toa Payoh",4.2
"13/4/2016","Toa Payoh",4.8
"14/4/2016","Toa Payoh",0.4
"15/4/2016","Toa Payoh",3.6
"16/4/2016","Toa Payoh",32.2
"17/4/2016","Toa Payoh",0.2
"18/4/2016","Toa Payoh",0
"19/4/2016","Toa Payoh",0
"20/4/2016","Toa Payoh",9.2
"21/4/2016","Toa Payoh",0
"22/4/2016","Toa Payoh",30.6
"23/4/2016","Toa Payoh",0.2
"24/4/2016","Toa Payoh",0.2
"25/4/2016","Toa Payoh",13.2
"26/4/2016","Toa Payoh",0.4
"27/4/2016","Toa Payoh",1
"28/4/2016","Toa Payoh",1.8
"29/4/2016","Toa Payoh",25.2
"30/4/2016","Toa Payoh",15.4
"1/5/2016","Toa Payoh",0
"2/5/2016","Toa Payoh",9
"3/5/2016","Toa Payoh",0
"4/5/2016","Toa Payoh",0
"5/5/2016","Toa Payoh",0.2
"6/5/2016","Toa Payoh",0
"7/5/2016","Toa Payoh",0
"8/5/2016","Toa Payoh",3.4
"9/5/2016","Toa Payoh",22.6
"10/5/2016","Toa Payoh",0
"11/5/2016","Toa Payoh",70.4
"12/5/2016","Toa Payoh",4.2
"13/5/2016","Toa Payoh",2
"14/5/2016","Toa Payoh",19.8
"15/5/2016","Toa Payoh",13.4
"16/5/2016","Toa Payoh",6.2
"17/5/2016","Toa Payoh",17.8
"18/5/2016","Toa Payoh",7.4
"19/5/2016","Toa Payoh",0
"20/5/2016","Toa Payoh",0
"21/5/2016","Toa Payoh",18.8
"22/5/2016","Toa Payoh",27.8
"23/5/2016","Toa Payoh",0
"24/5/2016","Toa Payoh",6.6
"25/5/2016","Toa Payoh",0
"26/5/2016","Toa Payoh",0
"27/5/2016","Toa Payoh",0
"28/5/2016","Toa Payoh",17.8
"29/5/2016","Toa Payoh",0
"30/5/2016","Toa Payoh",0.4
"31/5/2016","Toa Payoh",0
"1/6/2016","Toa Payoh",8.2
"2/6/2016","Toa Payoh",0.4
"3/6/2016","Toa Payoh",0
"4/6/2016","Toa Payoh",1.2
"5/6/2016","Toa Payoh",0
"6/6/2016","Toa Payoh",0
"7/6/2016","Toa Payoh",0
"8/6/2016","Toa Payoh",3.2
"9/6/2016","Toa Payoh",24.8
"10/6/2016","Toa Payoh",9.8
"11/6/2016","Toa Payoh",1.8
"12/6/2016","Toa Payoh",0.2
"13/6/2016","Toa Payoh",0
"14/6/2016","Toa Payoh",0.2
"15/6/2016","Toa Payoh",18.8
"16/6/2016","Toa Payoh",0.8
"17/6/2016","Toa Payoh",7.8
"18/6/2016","Toa Payoh",0.4
"19/6/2016","Toa Payoh",0
"20/6/2016","Toa Payoh",0
"21/6/2016","Toa Payoh",0
"22/6/2016","Toa Payoh",10
"23/6/2016","Toa Payoh",0
"24/6/2016","Toa Payoh",50.8
"25/6/2016","Toa Payoh",0
"26/6/2016","Toa Payoh",0
"27/6/2016","Toa Payoh",0
"28/6/2016","Toa Payoh",0
"29/6/2016","Toa Payoh",0
"30/6/2016","Toa Payoh",0
"1/7/2016","Toa Payoh",0
"2/7/2016","Toa Payoh",0
"3/7/2016","Toa Payoh",0
"4/7/2016","Toa Payoh",0
"5/7/2016","Toa Payoh",0
"6/7/2016","Toa Payoh",1.2
"7/7/2016","Toa Payoh",1.2
"8/7/2016","Toa Payoh",16.8
"9/7/2016","Toa Payoh",0
"10/7/2016","Toa Payoh",0
"11/7/2016","Toa Payoh",15.8
"12/7/2016","Toa Payoh",0
"13/7/2016","Toa Payoh",9
"14/7/2016","Toa Payoh",1.4
"15/7/2016","Toa Payoh",0
"16/7/2016","Toa Payoh",0.2
"17/7/2016","Toa Payoh",24.2
"18/7/2016","Toa Payoh",16.8
"19/7/2016","Toa Payoh",2
"20/7/2016","Toa Payoh",32.6
"21/7/2016","Toa Payoh",34
"22/7/2016","Toa Payoh",4
"23/7/2016","Toa Payoh",2.6
"24/7/2016","Toa Payoh",5.4
"25/7/2016","Toa Payoh",0
"26/7/2016","Toa Payoh",14.8
"27/7/2016","Toa Payoh",0
"28/7/2016","Toa Payoh",9.4
"29/7/2016","Toa Payoh",0
"30/7/2016","Toa Payoh",0
"31/7/2016","Toa Payoh",1.6
"1/8/2016","Toa Payoh",0
"2/8/2016","Toa Payoh",0
"3/8/2016","Toa Payoh",9.4
"4/8/2016","Toa Payoh",0
"5/8/2016","Toa Payoh",1
"6/8/2016","Toa Payoh",29.4
"7/8/2016","Toa Payoh",0
"8/8/2016","Toa Payoh",0
"9/8/2016","Toa Payoh",0
"10/8/2016","Toa Payoh",0
"11/8/2016","Toa Payoh",2
"12/8/2016","Toa Payoh",10
"13/8/2016","Toa Payoh",0
"14/8/2016","Toa Payoh",1.8
"15/8/2016","Toa Payoh",0
"16/8/2016","Toa Payoh",0
"17/8/2016","Toa Payoh",0
"18/8/2016","Toa Payoh",0
"19/8/2016","Toa Payoh",43.2
"20/8/2016","Toa Payoh",5.6
"21/8/2016","Toa Payoh",18.6
"22/8/2016","Toa Payoh",0
"23/8/2016","Toa Payoh",0
"24/8/2016","Toa Payoh",25.8
"25/8/2016","Toa Payoh",0
"26/8/2016","Toa Payoh",0
"27/8/2016","Toa Payoh",0.8
"28/8/2016","Toa Payoh",0
"29/8/2016","Toa Payoh",0
"30/8/2016","Toa Payoh",5.6
"31/8/2016","Toa Payoh",2.6
"1/9/2016","Toa Payoh",1.6
"2/9/2016","Toa Payoh",0
"3/9/2016","Toa Payoh",0
"4/9/2016","Toa Payoh",15.8
"5/9/2016","Toa Payoh",0
"6/9/2016","Toa Payoh",0.2
"7/9/2016","Toa Payoh",13.4
"8/9/2016","Toa Payoh",0
"9/9/2016","Toa Payoh",0.2
"10/9/2016","Toa Payoh",3.4
"11/9/2016","Toa Payoh",0
"12/9/2016","Toa Payoh",7.6
"13/9/2016","Toa Payoh",0
"14/9/2016","Toa Payoh",52
"15/9/2016","Toa Payoh",0
"16/9/2016","Toa Payoh",17.2
"17/9/2016","Toa Payoh",0
"18/9/2016","Toa Payoh",10
"19/9/2016","Toa Payoh",19.2
"20/9/2016","Toa Payoh",8.6
"21/9/2016","Toa Payoh",0.2
"22/9/2016","Toa Payoh",0
"23/9/2016","Toa Payoh",0
"24/9/2016","Toa Payoh",0
"25/9/2016","Toa Payoh",0.2
"26/9/2016","Toa Payoh",0
"27/9/2016","Toa Payoh",0
"28/9/2016","Toa Payoh",0
"29/9/2016","Toa Payoh",0
"30/9/2016","Toa Payoh",0
"1/10/2016","Toa Payoh",0
"2/10/2016","Toa Payoh",0.4
"3/10/2016","Toa Payoh",44.2
"4/10/2016","Toa Payoh",0
"5/10/2016","Toa Payoh",0
"6/10/2016","Toa Payoh",0.6
"7/10/2016","Toa Payoh",49
"8/10/2016","Toa Payoh",0
"9/10/2016","Toa Payoh",2.8
"10/10/2016","Toa Payoh",0
"11/10/2016","Toa Payoh",0
"12/10/2016","Toa Payoh",0
"13/10/2016","Toa Payoh",0
"14/10/2016","Toa Payoh",4.8
"15/10/2016","Toa Payoh",0
"16/10/2016","Toa Payoh",4.8
"17/10/2016","Toa Payoh",0
"18/10/2016","Toa Payoh",0
"19/10/2016","Toa Payoh",12.4
"20/10/2016","Toa Payoh",0
"21/10/2016","Toa Payoh",0
"22/10/2016","Toa Payoh",0.6
"23/10/2016","Toa Payoh",0.6
"24/10/2016","Toa Payoh",3.8
"25/10/2016","Toa Payoh",38.2
"26/10/2016","Toa Payoh",1.6
"27/10/2016","Toa Payoh",13.8
"28/10/2016","Toa Payoh",2.6
"29/10/2016","Toa Payoh",5.4
"30/10/2016","Toa Payoh",0.8
"31/10/2016","Toa Payoh",0
"1/11/2016","Toa Payoh",38.2
"2/11/2016","Toa Payoh",51
"3/11/2016","Toa Payoh",1
"4/11/2016","Toa Payoh",8.6
"5/11/2016","Toa Payoh",8
"6/11/2016","Toa Payoh",0.6
"7/11/2016","Toa Payoh",4.2
"8/11/2016","Toa Payoh",0
"9/11/2016","Toa Payoh",4.6
"10/11/2016","Toa Payoh",16
"11/11/2016","Toa Payoh",0.8
"12/11/2016","Toa Payoh",21
"13/11/2016","Toa Payoh",0
"14/11/2016","Toa Payoh",29.4
"15/11/2016","Toa Payoh",0
"16/11/2016","Toa Payoh",22.2
"17/11/2016","Toa Payoh",3
"18/11/2016","Toa Payoh",6.8
"19/11/2016","Toa Payoh",21.6
"20/11/2016","Toa Payoh",3.6
"21/11/2016","Toa Payoh",0
"22/11/2016","Toa Payoh",0.2
"23/11/2016","Toa Payoh",4.4
"24/11/2016","Toa Payoh",0.2
"25/11/2016","Toa Payoh",40.2
"26/11/2016","Toa Payoh",22.2
"27/11/2016","Toa Payoh",6
"28/11/2016","Toa Payoh",0
"29/11/2016","Toa Payoh",0.2
"30/11/2016","Toa Payoh",0
"1/12/2016","Toa Payoh",6.8
"2/12/2016","Toa Payoh",2.4
"3/12/2016","Toa Payoh",5.8
"4/12/2016","Toa Payoh",4
"5/12/2016","Toa Payoh",6.2
"6/12/2016","Toa Payoh",0.6
"7/12/2016","Toa Payoh",0
"8/12/2016","Toa Payoh",0
"9/12/2016","Toa Payoh",11.8
"10/12/2016","Toa Payoh",0.6
"11/12/2016","Toa Payoh",6
"12/12/2016","Toa Payoh",0
"13/12/2016","Toa Payoh",0.6
"14/12/2016","Toa Payoh",0.2
"15/12/2016","Toa Payoh",0
"16/12/2016","Toa Payoh",0
"17/12/2016","Toa Payoh",18.6
"18/12/2016","Toa Payoh",12.6
"19/12/2016","Toa Payoh",1.2
"20/12/2016","Toa Payoh",0.2
"21/12/2016","Toa Payoh",0
"22/12/2016","Toa Payoh",17.2
"23/12/2016","Toa Payoh",40.8
"24/12/2016","Toa Payoh",71.2
"25/12/2016","Toa Payoh",27.4
"26/12/2016","Toa Payoh",0
"27/12/2016","Toa Payoh",1.6
"28/12/2016","Toa Payoh",3.4
"29/12/2016","Toa Payoh",0
"30/12/2016","Toa Payoh",7
"31/12/2016","Toa Payoh",0
"1/1/2017","Toa Payoh",22.8
"2/1/2017","Toa Payoh",5.4
"3/1/2017","Toa Payoh",1
"4/1/2017","Toa Payoh",0.8
"5/1/2017","Toa Payoh",1.2
"6/1/2017","Toa Payoh",0
"7/1/2017","Toa Payoh",0
"8/1/2017","Toa Payoh",0
"9/1/2017","Toa Payoh",0
"10/1/2017","Toa Payoh",32.8
"11/1/2017","Toa Payoh",22.2
"12/1/2017","Toa Payoh",0
"13/1/2017","Toa Payoh",0
"14/1/2017","Toa Payoh",5.8
"15/1/2017","Toa Payoh",0.4
"16/1/2017","Toa Payoh",0
"17/1/2017","Toa Payoh",0
"18/1/2017","Toa Payoh",49.6
"19/1/2017","Toa Payoh",79
"20/1/2017","Toa Payoh",3.8
"21/1/2017","Toa Payoh",47.2
"22/1/2017","Toa Payoh",12.6
"23/1/2017","Toa Payoh",62.6
"24/1/2017","Toa Payoh",14.4
"25/1/2017","Toa Payoh",1.6
"26/1/2017","Toa Payoh",1.2
"27/1/2017","Toa Payoh",0.8
"28/1/2017","Toa Payoh",1.6
"29/1/2017","Toa Payoh",0
"30/1/2017","Toa Payoh",8.4
"31/1/2017","Toa Payoh",0
"1/2/2017","Toa Payoh",0
"2/2/2017","Toa Payoh",3.2
"3/2/2017","Toa Payoh",15.4
"4/2/2017","Toa Payoh",4
"5/2/2017","Toa Payoh",0
"6/2/2017","Toa Payoh",0
"7/2/2017","Toa Payoh",16.2
"8/2/2017","Toa Payoh",44.2
"9/2/2017","Toa Payoh",0.2
"10/2/2017","Toa Payoh",0
"11/2/2017","Toa Payoh",0.2
"12/2/2017","Toa Payoh",0.2
"13/2/2017","Toa Payoh",1.6
"14/2/2017","Toa Payoh",0.6
"15/2/2017","Toa Payoh",10
"16/2/2017","Toa Payoh",0
"17/2/2017","Toa Payoh",0
"18/2/2017","Toa Payoh",0
"19/2/2017","Toa Payoh",0
"20/2/2017","Toa Payoh",0
"21/2/2017","Toa Payoh",5.6
"22/2/2017","Toa Payoh",0
"23/2/2017","Toa Payoh",9.2
"24/2/2017","Toa Payoh",26.2
"25/2/2017","Toa Payoh",2.8
"26/2/2017","Toa Payoh",0
"27/2/2017","Toa Payoh",0
"28/2/2017","Toa Payoh",8.6
"1/3/2017","Toa Payoh",34.6
"2/3/2017","Toa Payoh",0.2
"3/3/2017","Toa Payoh",19.6
"4/3/2017","Toa Payoh",6.2
"5/3/2017","Toa Payoh",4.2
"6/3/2017","Toa Payoh",16
"7/3/2017","Toa Payoh",1.4
"8/3/2017","Toa Payoh",0
"9/3/2017","Toa Payoh",0
"10/3/2017","Toa Payoh",0
"11/3/2017","Toa Payoh",0.2
"12/3/2017","Toa Payoh",6.8
"13/3/2017","Toa Payoh",8.2
"14/3/2017","Toa Payoh",0
"15/3/2017","Toa Payoh",0
"16/3/2017","Toa Payoh",0
"17/3/2017","Toa Payoh",8.4
"18/3/2017","Toa Payoh",0
"19/3/2017","Toa Payoh",0.2
"20/3/2017","Toa Payoh",5
"21/3/2017","Toa Payoh",8.2
"22/3/2017","Toa Payoh",10.8
"23/3/2017","Toa Payoh",0
"24/3/2017","Toa Payoh",0
"25/3/2017","Toa Payoh",4.8
"26/3/2017","Toa Payoh",0
"27/3/2017","Toa Payoh",0
"28/3/2017","Toa Payoh",0.8
"29/3/2017","Toa Payoh",31.8
"30/3/2017","Toa Payoh",7.2
"31/3/2017","Toa Payoh",30.2
"1/4/2017","Toa Payoh",1
"2/4/2017","Toa Payoh",0
"3/4/2017","Toa Payoh",4.6
"4/4/2017","Toa Payoh",2.2
"5/4/2017","Toa Payoh",0.4
"6/4/2017","Toa Payoh",0
"7/4/2017","Toa Payoh",12.2
"8/4/2017","Toa Payoh",0
"9/4/2017","Toa Payoh",3
"10/4/2017","Toa Payoh",0
"11/4/2017","Toa Payoh",4
"12/4/2017","Toa Payoh",13.6
"13/4/2017","Toa Payoh",9.8
"14/4/2017","Toa Payoh",20.8
"15/4/2017","Toa Payoh",0.4
"16/4/2017","Toa Payoh",0
"17/4/2017","Toa Payoh",0
"18/4/2017","Toa Payoh",35.2
"19/4/2017","Toa Payoh",0.4
"20/4/2017","Toa Payoh",2.4
"21/4/2017","Toa Payoh",21.8
"22/4/2017","Toa Payoh",5.4
"23/4/2017","Toa Payoh",0
"24/4/2017","Toa Payoh",1.4
"25/4/2017","Toa Payoh",16.4
"26/4/2017","Toa Payoh",11.2
"27/4/2017","Toa Payoh",32.4
"28/4/2017","Toa Payoh",13.4
"29/4/2017","Toa Payoh",0.2
"30/4/2017","Toa Payoh",0
"1/5/2017","Toa Payoh",0
"2/5/2017","Toa Payoh",12
"3/5/2017","Toa Payoh",0.8
"4/5/2017","Toa Payoh",6
"5/5/2017","Toa Payoh",0
"6/5/2017","Toa Payoh",0
"7/5/2017","Toa Payoh",3.8
"8/5/2017","Toa Payoh",0
"9/5/2017","Toa Payoh",0
"10/5/2017","Toa Payoh",2
"11/5/2017","Toa Payoh",0
"12/5/2017","Toa Payoh",9
"13/5/2017","Toa Payoh",0.2
"14/5/2017","Toa Payoh",0
"15/5/2017","Toa Payoh",12.4
"16/5/2017","Toa Payoh",1.4
"17/5/2017","Toa Payoh",0
"18/5/2017","Toa Payoh",0.2
"19/5/2017","Toa Payoh",0
"20/5/2017","Toa Payoh",0
"21/5/2017","Toa Payoh",6
"22/5/2017","Toa Payoh",28.8
"23/5/2017","Toa Payoh",0
"24/5/2017","Toa Payoh",52
"25/5/2017","Toa Payoh",0.4
"26/5/2017","Toa Payoh",20.6
"27/5/2017","Toa Payoh",0.4
"28/5/2017","Toa Payoh",0
"29/5/2017","Toa Payoh",0
"30/5/2017","Toa Payoh",31.6
"31/5/2017","Toa Payoh",27.4
"1/6/2017","Toa Payoh",8.4
"2/6/2017","Toa Payoh",0
"3/6/2017","Toa Payoh",0
"4/6/2017","Toa Payoh",0
"5/6/2017","Toa Payoh",0
"6/6/2017","Toa Payoh",0
"7/6/2017","Toa Payoh",0
"8/6/2017","Toa Payoh",0
"9/6/2017","Toa Payoh",0
"10/6/2017","Toa Payoh",0
"11/6/2017","Toa Payoh",0
"12/6/2017","Toa Payoh",0
"13/6/2017","Toa Payoh",0
"14/6/2017","Toa Payoh",4
"15/6/2017","Toa Payoh",0
"16/6/2017","Toa Payoh",0
"17/6/2017","Toa Payoh",0
"18/6/2017","Toa Payoh",26
"19/6/2017","Toa Payoh",0
"20/6/2017","Toa Payoh",0
"21/6/2017","Toa Payoh",8.2
"22/6/2017","Toa Payoh",0.2
"23/6/2017","Toa Payoh",10
"24/6/2017","Toa Payoh",0
"25/6/2017","Toa Payoh",29.6
"26/6/2017","Toa Payoh",2.8
"27/6/2017","Toa Payoh",2.2
"28/6/2017","Toa Payoh",0
"29/6/2017","Toa Payoh",2.8
"30/6/2017","Toa Payoh",0
"1/7/2017","Toa Payoh",0
"2/7/2017","Toa Payoh",0
"3/7/2017","Toa Payoh",0.8
"4/7/2017","Toa Payoh",0
"5/7/2017","Toa Payoh",31.8
"6/7/2017","Toa Payoh",0.2
"7/7/2017","Toa Payoh",0
"8/7/2017","Toa Payoh",22
"9/7/2017","Toa Payoh",0.2
"10/7/2017","Toa Payoh",0
"11/7/2017","Toa Payoh",41.8
"12/7/2017","Toa Payoh",18.6
"13/7/2017","Toa Payoh",3.4
"14/7/2017","Toa Payoh",81.6
"15/7/2017","Toa Payoh",2.4
"16/7/2017","Toa Payoh",0.6
"17/7/2017","Toa Payoh",0
"18/7/2017","Toa Payoh",0
"19/7/2017","Toa Payoh",0
"20/7/2017","Toa Payoh",0
"21/7/2017","Toa Payoh",0
"22/7/2017","Toa Payoh",0
"23/7/2017","Toa Payoh",0
"24/7/2017","Toa Payoh",0
"25/7/2017","Toa Payoh",0
"26/7/2017","Toa Payoh",6.4
"27/7/2017","Toa Payoh",0
"28/7/2017","Toa Payoh",0
"29/7/2017","Toa Payoh",0.6
"30/7/2017","Toa Payoh",0
"31/7/2017","Toa Payoh",0
"1/8/2017","Toa Payoh",13.8
"2/8/2017","Toa Payoh",0
"3/8/2017","Toa Payoh",0
"4/8/2017","Toa Payoh",0
"5/8/2017","Toa Payoh",0
"6/8/2017","Toa Payoh",11
"7/8/2017","Toa Payoh",6.4
"8/8/2017","Toa Payoh",8
"9/8/2017","Toa Payoh",0.5
"10/8/2017","Toa Payoh",0
"11/8/2017","Toa Payoh",3
"12/8/2017","Toa Payoh",16
"13/8/2017","Toa Payoh",0
"14/8/2017","Toa Payoh",0.5
"15/8/2017","Toa Payoh",0
"16/8/2017","Toa Payoh",0
"17/8/2017","Toa Payoh",27.2
"18/8/2017","Toa Payoh",22
"19/8/2017","Toa Payoh",11.8
"20/8/2017","Toa Payoh",0
"21/8/2017","Toa Payoh",5
"22/8/2017","Toa Payoh",0.4
"23/8/2017","Toa Payoh",0
"24/8/2017","Toa Payoh",0
"25/8/2017","Toa Payoh",0
"26/8/2017","Toa Payoh",0
"27/8/2017","Toa Payoh",3
"28/8/2017","Toa Payoh",0.6
"29/8/2017","Toa Payoh",0.8
"30/8/2017","Toa Payoh",0
"31/8/2017","Toa Payoh",0
"1/9/2017","Toa Payoh",0
"2/9/2017","Toa Payoh",0
"3/9/2017","Toa Payoh",0
"4/9/2017","Toa Payoh",0
"5/9/2017","Toa Payoh",2.6
"6/9/2017","Toa Payoh",8.2
"7/9/2017","Toa Payoh",0.4
"8/9/2017","Toa Payoh",0.2
"9/9/2017","Toa Payoh",1.4
"10/9/2017","Toa Payoh",6.6
"11/9/2017","Toa Payoh",7.6
"12/9/2017","Toa Payoh",0
"13/9/2017","Toa Payoh",0
"14/9/2017","Toa Payoh",0
"15/9/2017","Toa Payoh",25.4
"16/9/2017","Toa Payoh",4.2
"17/9/2017","Toa Payoh",1
"18/9/2017","Toa Payoh",4.8
"19/9/2017","Toa Payoh",8.2
"20/9/2017","Toa Payoh",6.6
"21/9/2017","Toa Payoh",8.6
"22/9/2017","Toa Payoh",0
"23/9/2017","Toa Payoh",8.2
"24/9/2017","Toa Payoh",15.8
"25/9/2017","Toa Payoh",0
"26/9/2017","Toa Payoh",12
"27/9/2017","Toa Payoh",0.6
"28/9/2017","Toa Payoh",0
"29/9/2017","Toa Payoh",20
"30/9/2017","Toa Payoh",0
"1/10/2017","Toa Payoh",7.8
"2/10/2017","Toa Payoh",0
"3/10/2017","Toa Payoh",1.6
"4/10/2017","Toa Payoh",2.2
"5/10/2017","Toa Payoh",0
"6/10/2017","Toa Payoh",52.4
"7/10/2017","Toa Payoh",63.2
"8/10/2017","Toa Payoh",11.2
"9/10/2017","Toa Payoh",28.6
"10/10/2017","Toa Payoh",37.6
"11/10/2017","Toa Payoh",11.4
"12/10/2017","Toa Payoh",13.2
"13/10/2017","Toa Payoh",0.6
"14/10/2017","Toa Payoh",0
"15/10/2017","Toa Payoh",0
"16/10/2017","Toa Payoh",0
"17/10/2017","Toa Payoh",0
"18/10/2017","Toa Payoh",0
"19/10/2017","Toa Payoh",0
"20/10/2017","Toa Payoh",0
"21/10/2017","Toa Payoh",0
"22/10/2017","Toa Payoh",3.4
"23/10/2017","Toa Payoh",0
"24/10/2017","Toa Payoh",4.4
"25/10/2017","Toa Payoh",1.2
"26/10/2017","Toa Payoh",0
"27/10/2017","Toa Payoh",2.2
"28/10/2017","Toa Payoh",0
"29/10/2017","Toa Payoh",4.4
"30/10/2017","Toa Payoh",25.8
"31/10/2017","Toa Payoh",0.6
"1/11/2017","Toa Payoh",0
"2/11/2017","Toa Payoh",0
"3/11/2017","Toa Payoh",16.6
"4/11/2017","Toa Payoh",10.4
"5/11/2017","Toa Payoh",0.6
"6/11/2017","Toa Payoh",41.4
"7/11/2017","Toa Payoh",10
"8/11/2017","Toa Payoh",0.4
"9/11/2017","Toa Payoh",23.4
"10/11/2017","Toa Payoh",8.6
"11/11/2017","Toa Payoh",34.6
"12/11/2017","Toa Payoh",6.4
"13/11/2017","Toa Payoh",1.4
"14/11/2017","Toa Payoh",30.4
"15/11/2017","Toa Payoh",0
"16/11/2017","Toa Payoh",13
"17/11/2017","Toa Payoh",5.6
"18/11/2017","Toa Payoh",2.6
"19/11/2017","Toa Payoh",0
"20/11/2017","Toa Payoh",0.4
"21/11/2017","Toa Payoh",4.2
"22/11/2017","Toa Payoh",4.2
"23/11/2017","Toa Payoh",9
"24/11/2017","Toa Payoh",0.6
"25/11/2017","Toa Payoh",0.2
"26/11/2017","Toa Payoh",2.2
"27/11/2017","Toa Payoh",1.6
"28/11/2017","Toa Payoh",0.8
"29/11/2017","Toa Payoh",2.6
"30/11/2017","Toa Payoh",0
"1/12/2017","Toa Payoh",0
"2/12/2017","Toa Payoh",0
"3/12/2017","Toa Payoh",0
"4/12/2017","Toa Payoh",6.8
"5/12/2017","Toa Payoh",10.2
"6/12/2017","Toa Payoh",3
"7/12/2017","Toa Payoh",3.2
"8/12/2017","Toa Payoh",0
"9/12/2017","Toa Payoh",0
"10/12/2017","Toa Payoh",9.6
"11/12/2017","Toa Payoh",13.6
"12/12/2017","Toa Payoh",11
"13/12/2017","Toa Payoh",11.8
"14/12/2017","Toa Payoh",0.2
"15/12/2017","Toa Payoh",10
"16/12/2017","Toa Payoh",9.2
"17/12/2017","Toa Payoh",0
"18/12/2017","Toa Payoh",0
"19/12/2017","Toa Payoh",2.6
"20/12/2017","Toa Payoh",0
"21/12/2017","Toa Payoh",0
"22/12/2017","Toa Payoh",23.4
"23/12/2017","Toa Payoh",3.8
"24/12/2017","Toa Payoh",0
"25/12/2017","Toa Payoh",31.6
"26/12/2017","Toa Payoh",2.8
"27/12/2017","Toa Payoh",7
"28/12/2017","Toa Payoh",4.8
"29/12/2017","Toa Payoh",0.2
"30/12/2017","Toa Payoh",9
"31/12/2017","Toa Payoh",76.6
"1/1/2018","Toa Payoh",50
"2/1/2018","Toa Payoh",12.2
"3/1/2018","Toa Payoh",4.2
"4/1/2018","Toa Payoh",0
"5/1/2018","Toa Payoh",12.6
"6/1/2018","Toa Payoh",0
"7/1/2018","Toa Payoh",0.2
"8/1/2018","Toa Payoh",94.6
"9/1/2018","Toa Payoh",23.2
"10/1/2018","Toa Payoh",20.4
"11/1/2018","Toa Payoh",12.6
"12/1/2018","Toa Payoh",7.2
"13/1/2018","Toa Payoh",16.6
"14/1/2018","Toa Payoh",6.8
"15/1/2018","Toa Payoh",0.6
"16/1/2018","Toa Payoh",0
"17/1/2018","Toa Payoh",0
"18/1/2018","Toa Payoh",0
"19/1/2018","Toa Payoh",60.8
"20/1/2018","Toa Payoh",5.6
"21/1/2018","Toa Payoh",0
"22/1/2018","Toa Payoh",0
"23/1/2018","Toa Payoh",5.6
