"Raw_df.Date","Raw_df.Station","daily_rainfall"
"2/1/2014","Toa Payoh",0
"3/1/2014","Toa Payoh",1.6
"4/1/2014","Toa Payoh",24.2
"5/1/2014","Toa Payoh",11.4
"6/1/2014","Toa Payoh",33.6
"7/1/2014","Toa Payoh",0.2
"8/1/2014","Toa Payoh",0
"9/1/2014","Toa Payoh",1
"10/1/2014","Toa Payoh",0
"11/1/2014","Toa Payoh",1.2
"12/1/2014","Toa Payoh",1.6
"13/1/2014","Toa Payoh",0
"14/1/2014","Toa Payoh",0
"15/1/2014","Toa Payoh",0
"16/1/2014","Toa Payoh",0
"17/1/2014","Toa Payoh",0
"18/1/2014","Toa Payoh",0
"19/1/2014","Toa Payoh",0
"20/1/2014","Toa Payoh",0
"21/1/2014","Toa Payoh",0
"22/1/2014","Toa Payoh",0
"23/1/2014","Toa Payoh",0
"24/1/2014","Toa Payoh",0
"25/1/2014","Toa Payoh",0
"26/1/2014","Toa Payoh",0
"27/1/2014","Toa Payoh",0
"28/1/2014","Toa Payoh",0
"29/1/2014","Toa Payoh",0
"30/1/2014","Toa Payoh",0
"31/1/2014","Toa Payoh",0
"1/2/2014","Toa Payoh",0
"2/2/2014","Toa Payoh",0
"3/2/2014","Toa Payoh",0
"4/2/2014","Toa Payoh",0
"5/2/2014","Toa Payoh",0
"6/2/2014","Toa Payoh",0
"7/2/2014","Toa Payoh",0
"8/2/2014","Toa Payoh",2.2
"9/2/2014","Toa Payoh",0.8
"10/2/2014","Toa Payoh",0
"11/2/2014","Toa Payoh",0
"12/2/2014","Toa Payoh",0
"13/2/2014","Toa Payoh",0
"14/2/2014","Toa Payoh",0
"15/2/2014","Toa Payoh",0
"16/2/2014","Toa Payoh",0
"17/2/2014","Toa Payoh",0
"18/2/2014","Toa Payoh",0
"19/2/2014","Toa Payoh",0
"20/2/2014","Toa Payoh",0
"21/2/2014","Toa Payoh",0
"22/2/2014","Toa Payoh",0
"23/2/2014","Toa Payoh",0
"24/2/2014","Toa Payoh",0
"25/2/2014","Toa Payoh",0
"26/2/2014","Toa Payoh",0
"27/2/2014","Toa Payoh",0
"28/2/2014","Toa Payoh",0
"1/3/2014","Toa Payoh",0
"2/3/2014","Toa Payoh",0
"3/3/2014","Toa Payoh",0
"4/3/2014","Toa Payoh",0
"5/3/2014","Toa Payoh",0
"6/3/2014","Toa Payoh",0
"7/3/2014","Toa Payoh",0
"8/3/2014","Toa Payoh",0
"9/3/2014","Toa Payoh",0
"10/3/2014","Toa Payoh",0
"11/3/2014","Toa Payoh",0
"12/3/2014","Toa Payoh",0
"13/3/2014","Toa Payoh",0
"14/3/2014","Toa Payoh",0
"15/3/2014","Toa Payoh",0
"16/3/2014","Toa Payoh",32.4
"17/3/2014","Toa Payoh",14.4
"18/3/2014","Toa Payoh",7
"19/3/2014","Toa Payoh",9
"20/3/2014","Toa Payoh",33
"21/3/2014","Toa Payoh",5.2
"22/3/2014","Toa Payoh",0
"23/3/2014","Toa Payoh",0
"24/3/2014","Toa Payoh",0
"25/3/2014","Toa Payoh",0
"26/3/2014","Toa Payoh",0
"27/3/2014","Toa Payoh",0
"28/3/2014","Toa Payoh",0
"29/3/2014","Toa Payoh",0.8
"30/3/2014","Toa Payoh",0
"31/3/2014","Toa Payoh",0
"1/4/2014","Toa Payoh",0
"2/4/2014","Toa Payoh",2.6
"3/4/2014","Toa Payoh",1.6
"4/4/2014","Toa Payoh",1.4
"5/4/2014","Toa Payoh",55.2
"6/4/2014","Toa Payoh",0.4
"7/4/2014","Toa Payoh",0
"8/4/2014","Toa Payoh",0.2
"9/4/2014","Toa Payoh",1.8
"10/4/2014","Toa Payoh",0.2
"11/4/2014","Toa Payoh",5.4
"12/4/2014","Toa Payoh",3
"13/4/2014","Toa Payoh",1.4
"14/4/2014","Toa Payoh",37.2
"15/4/2014","Toa Payoh",0
"16/4/2014","Toa Payoh",10.4
"17/4/2014","Toa Payoh",1.6
"18/4/2014","Toa Payoh",4.6
"19/4/2014","Toa Payoh",0
"20/4/2014","Toa Payoh",0.2
"21/4/2014","Toa Payoh",3.6
"22/4/2014","Toa Payoh",0.6
"23/4/2014","Toa Payoh",26.4
"24/4/2014","Toa Payoh",33.4
"25/4/2014","Toa Payoh",20.8
"26/4/2014","Toa Payoh",0
"27/4/2014","Toa Payoh",1.4
"28/4/2014","Toa Payoh",0.6
"29/4/2014","Toa Payoh",0
"30/4/2014","Toa Payoh",28.4
"1/5/2014","Toa Payoh",2
"2/5/2014","Toa Payoh",0
"3/5/2014","Toa Payoh",0
"4/5/2014","Toa Payoh",0
"5/5/2014","Toa Payoh",38
"6/5/2014","Toa Payoh",10.5
"7/5/2014","Toa Payoh",46
"8/5/2014","Toa Payoh",0.8
"9/5/2014","Toa Payoh",0.2
"10/5/2014","Toa Payoh",0
"11/5/2014","Toa Payoh",0
"12/5/2014","Toa Payoh",1.6
"13/5/2014","Toa Payoh",0
"14/5/2014","Toa Payoh",1.6
"15/5/2014","Toa Payoh",0
"16/5/2014","Toa Payoh",36.6
"17/5/2014","Toa Payoh",39.4
"18/5/2014","Toa Payoh",19.4
"19/5/2014","Toa Payoh",6.2
"20/5/2014","Toa Payoh",4.6
"21/5/2014","Toa Payoh",0.4
"22/5/2014","Toa Payoh",0
"23/5/2014","Toa Payoh",30.4
"24/5/2014","Toa Payoh",0
"25/5/2014","Toa Payoh",0
"26/5/2014","Toa Payoh",4.8
"27/5/2014","Toa Payoh",0
"28/5/2014","Toa Payoh",4
"29/5/2014","Toa Payoh",6.8
"30/5/2014","Toa Payoh",19
"31/5/2014","Toa Payoh",0.6
"1/6/2014","Toa Payoh",10.6
"2/6/2014","Toa Payoh",0
"3/6/2014","Toa Payoh",0
"4/6/2014","Toa Payoh",2
"5/6/2014","Toa Payoh",11.8
"6/6/2014","Toa Payoh",22.8
"7/6/2014","Toa Payoh",0.2
"8/6/2014","Toa Payoh",0
"9/6/2014","Toa Payoh",0
"10/6/2014","Toa Payoh",2
"11/6/2014","Toa Payoh",0
"12/6/2014","Toa Payoh",16.8
"13/6/2014","Toa Payoh",0
"14/6/2014","Toa Payoh",5.6
"15/6/2014","Toa Payoh",13.6
"16/6/2014","Toa Payoh",0
"17/6/2014","Toa Payoh",0
"18/6/2014","Toa Payoh",2.2
"19/6/2014","Toa Payoh",7.4
"20/6/2014","Toa Payoh",0
"21/6/2014","Toa Payoh",0
"22/6/2014","Toa Payoh",12
"23/6/2014","Toa Payoh",0
"24/6/2014","Toa Payoh",8.6
"25/6/2014","Toa Payoh",0
"26/6/2014","Toa Payoh",0
"27/6/2014","Toa Payoh",0
"28/6/2014","Toa Payoh",0
"29/6/2014","Toa Payoh",7.6
"30/6/2014","Toa Payoh",12.4
"1/7/2014","Toa Payoh",0
"2/7/2014","Toa Payoh",0
"3/7/2014","Toa Payoh",0.2
"4/7/2014","Toa Payoh",0.6
"5/7/2014","Toa Payoh",15.6
"6/7/2014","Toa Payoh",0
"7/7/2014","Toa Payoh",16.8
"8/7/2014","Toa Payoh",29.6
"9/7/2014","Toa Payoh",26
"10/7/2014","Toa Payoh",0
"11/7/2014","Toa Payoh",1
"12/7/2014","Toa Payoh",0
"13/7/2014","Toa Payoh",0
"14/7/2014","Toa Payoh",0
"15/7/2014","Toa Payoh",0
"16/7/2014","Toa Payoh",0
"17/7/2014","Toa Payoh",4
"18/7/2014","Toa Payoh",0
"19/7/2014","Toa Payoh",0.8
"20/7/2014","Toa Payoh",0
"21/7/2014","Toa Payoh",0
"22/7/2014","Toa Payoh",0
"23/7/2014","Toa Payoh",0
"24/7/2014","Toa Payoh",0
"25/7/2014","Toa Payoh",0
"26/7/2014","Toa Payoh",0
"27/7/2014","Toa Payoh",12.4
"28/7/2014","Toa Payoh",0
"29/7/2014","Toa Payoh",66.2
"30/7/2014","Toa Payoh",2.6
"31/7/2014","Toa Payoh",0
"1/8/2014","Toa Payoh",0
"2/8/2014","Toa Payoh",6.2
"3/8/2014","Toa Payoh",1.2
"4/8/2014","Toa Payoh",0
"5/8/2014","Toa Payoh",3
"6/8/2014","Toa Payoh",5
"7/8/2014","Toa Payoh",0
"8/8/2014","Toa Payoh",0
"9/8/2014","Toa Payoh",0
"10/8/2014","Toa Payoh",0
"11/8/2014","Toa Payoh",0.4
"12/8/2014","Toa Payoh",8.4
"13/8/2014","Toa Payoh",1
"14/8/2014","Toa Payoh",4.6
"15/8/2014","Toa Payoh",60.8
"16/8/2014","Toa Payoh",0.2
"17/8/2014","Toa Payoh",0
"18/8/2014","Toa Payoh",0
"19/8/2014","Toa Payoh",14
"20/8/2014","Toa Payoh",0
"21/8/2014","Toa Payoh",33
"22/8/2014","Toa Payoh",0
"23/8/2014","Toa Payoh",1
"24/8/2014","Toa Payoh",0
"25/8/2014","Toa Payoh",8.6
"26/8/2014","Toa Payoh",3.4
"27/8/2014","Toa Payoh",26
"28/8/2014","Toa Payoh",34.4
"29/8/2014","Toa Payoh",7.2
"30/8/2014","Toa Payoh",0
"31/8/2014","Toa Payoh",0.2
"1/9/2014","Toa Payoh",0
"2/9/2014","Toa Payoh",0
"3/9/2014","Toa Payoh",68
"4/9/2014","Toa Payoh",0.2
"5/9/2014","Toa Payoh",0.8
"6/9/2014","Toa Payoh",0
"7/9/2014","Toa Payoh",0
"8/9/2014","Toa Payoh",0
"9/9/2014","Toa Payoh",0
"10/9/2014","Toa Payoh",0
"11/9/2014","Toa Payoh",13.8
"12/9/2014","Toa Payoh",0
"13/9/2014","Toa Payoh",0
"14/9/2014","Toa Payoh",0
"15/9/2014","Toa Payoh",0
"16/9/2014","Toa Payoh",0
"17/9/2014","Toa Payoh",0.2
"18/9/2014","Toa Payoh",0
"19/9/2014","Toa Payoh",0
"20/9/2014","Toa Payoh",18.6
"21/9/2014","Toa Payoh",3.8
"22/9/2014","Toa Payoh",0
"23/9/2014","Toa Payoh",0
"24/9/2014","Toa Payoh",0.6
"25/9/2014","Toa Payoh",18.6
"26/9/2014","Toa Payoh",0
"27/9/2014","Toa Payoh",0
"28/9/2014","Toa Payoh",0
"29/9/2014","Toa Payoh",0
"30/9/2014","Toa Payoh",0
"1/10/2014","Toa Payoh",0
"2/10/2014","Toa Payoh",0
"3/10/2014","Toa Payoh",0
"4/10/2014","Toa Payoh",46.6
"5/10/2014","Toa Payoh",0
"6/10/2014","Toa Payoh",0
"7/10/2014","Toa Payoh",0
"8/10/2014","Toa Payoh",0
"9/10/2014","Toa Payoh",0
"10/10/2014","Toa Payoh",0
"11/10/2014","Toa Payoh",0
"12/10/2014","Toa Payoh",0.4
"13/10/2014","Toa Payoh",0
"14/10/2014","Toa Payoh",9.6
"15/10/2014","Toa Payoh",0
"16/10/2014","Toa Payoh",5.8
"17/10/2014","Toa Payoh",1.8
"18/10/2014","Toa Payoh",17
"19/10/2014","Toa Payoh",0
"20/10/2014","Toa Payoh",0
"21/10/2014","Toa Payoh",15.6
"22/10/2014","Toa Payoh",5
"23/10/2014","Toa Payoh",0
"24/10/2014","Toa Payoh",0
"25/10/2014","Toa Payoh",0
"26/10/2014","Toa Payoh",0
"27/10/2014","Toa Payoh",3.4
"28/10/2014","Toa Payoh",13.4
"29/10/2014","Toa Payoh",9.2
"30/10/2014","Toa Payoh",21.2
"31/10/2014","Toa Payoh",17.8
"1/11/2014","Toa Payoh",0
"2/11/2014","Toa Payoh",0
"3/11/2014","Toa Payoh",0
"4/11/2014","Toa Payoh",0
"5/11/2014","Toa Payoh",1
"6/11/2014","Toa Payoh",6
"7/11/2014","Toa Payoh",5.6
"8/11/2014","Toa Payoh",45.6
"9/11/2014","Toa Payoh",9.6
"10/11/2014","Toa Payoh",0
"11/11/2014","Toa Payoh",5
"12/11/2014","Toa Payoh",15
"13/11/2014","Toa Payoh",43.4
"14/11/2014","Toa Payoh",0.2
"15/11/2014","Toa Payoh",2.2
"16/11/2014","Toa Payoh",6
"17/11/2014","Toa Payoh",16.8
"18/11/2014","Toa Payoh",5.4
"19/11/2014","Toa Payoh",0
"20/11/2014","Toa Payoh",29.8
"21/11/2014","Toa Payoh",0
"22/11/2014","Toa Payoh",0
"23/11/2014","Toa Payoh",36.6
"24/11/2014","Toa Payoh",2
"25/11/2014","Toa Payoh",33.4
"26/11/2014","Toa Payoh",16.4
"27/11/2014","Toa Payoh",0
"28/11/2014","Toa Payoh",0.8
"29/11/2014","Toa Payoh",36.8
"30/11/2014","Toa Payoh",0
"1/12/2014","Toa Payoh",6
"2/12/2014","Toa Payoh",0
"3/12/2014","Toa Payoh",0
"4/12/2014","Toa Payoh",39.6
"5/12/2014","Toa Payoh",0
"6/12/2014","Toa Payoh",0.2
"7/12/2014","Toa Payoh",6.2
"8/12/2014","Toa Payoh",10
"9/12/2014","Toa Payoh",0.2
"10/12/2014","Toa Payoh",0
"11/12/2014","Toa Payoh",12.8
"12/12/2014","Toa Payoh",0
"13/12/2014","Toa Payoh",24.2
"14/12/2014","Toa Payoh",0
"15/12/2014","Toa Payoh",0
"16/12/2014","Toa Payoh",2
"17/12/2014","Toa Payoh",25.6
"18/12/2014","Toa Payoh",3.8
"19/12/2014","Toa Payoh",52.8
"20/12/2014","Toa Payoh",14.4
"21/12/2014","Toa Payoh",0
"22/12/2014","Toa Payoh",2
"23/12/2014","Toa Payoh",0.8
"24/12/2014","Toa Payoh",3
"25/12/2014","Toa Payoh",0
"26/12/2014","Toa Payoh",70.6
"27/12/2014","Toa Payoh",42.4
"28/12/2014","Toa Payoh",4
"29/12/2014","Toa Payoh",4.2
"30/12/2014","Toa Payoh",0
"31/12/2014","Toa Payoh",0
"1/1/2015","Toa Payoh",0
"2/1/2015","Toa Payoh",0
"3/1/2015","Toa Payoh",0
"4/1/2015","Toa Payoh",0
"5/1/2015","Toa Payoh",0
"6/1/2015","Toa Payoh",42.4
"7/1/2015","Toa Payoh",0.2
"8/1/2015","Toa Payoh",2.6
"9/1/2015","Toa Payoh",1
"10/1/2015","Toa Payoh",0
"11/1/2015","Toa Payoh",0.2
"12/1/2015","Toa Payoh",0.2
"13/1/2015","Toa Payoh",0
"14/1/2015","Toa Payoh",0
"15/1/2015","Toa Payoh",0
"16/1/2015","Toa Payoh",0
"17/1/2015","Toa Payoh",0
"18/1/2015","Toa Payoh",0
"19/1/2015","Toa Payoh",0
"20/1/2015","Toa Payoh",0
"21/1/2015","Toa Payoh",18.4
"22/1/2015","Toa Payoh",0
"23/1/2015","Toa Payoh",0
"24/1/2015","Toa Payoh",0
"25/1/2015","Toa Payoh",0
"26/1/2015","Toa Payoh",0
"27/1/2015","Toa Payoh",0
"28/1/2015","Toa Payoh",0
"29/1/2015","Toa Payoh",0
"30/1/2015","Toa Payoh",0
"31/1/2015","Toa Payoh",0
"1/2/2015","Toa Payoh",0
"2/2/2015","Toa Payoh",1
"3/2/2015","Toa Payoh",0
"4/2/2015","Toa Payoh",8.6
"5/2/2015","Toa Payoh",0
"6/2/2015","Toa Payoh",10.2
"7/2/2015","Toa Payoh",0
"8/2/2015","Toa Payoh",0
"9/2/2015","Toa Payoh",0
"10/2/2015","Toa Payoh",0
"11/2/2015","Toa Payoh",0
"12/2/2015","Toa Payoh",0
"13/2/2015","Toa Payoh",0
"14/2/2015","Toa Payoh",0
"15/2/2015","Toa Payoh",0
"16/2/2015","Toa Payoh",0
"17/2/2015","Toa Payoh",0
"18/2/2015","Toa Payoh",0
"19/2/2015","Toa Payoh",25.4
"20/2/2015","Toa Payoh",0
"21/2/2015","Toa Payoh",0
"22/2/2015","Toa Payoh",0
"23/2/2015","Toa Payoh",35
"24/2/2015","Toa Payoh",0
"25/2/2015","Toa Payoh",0
"26/2/2015","Toa Payoh",0
"27/2/2015","Toa Payoh",0
"28/2/2015","Toa Payoh",0
"1/3/2015","Toa Payoh",0
"2/3/2015","Toa Payoh",0
"3/3/2015","Toa Payoh",0
"4/3/2015","Toa Payoh",17.2
"5/3/2015","Toa Payoh",0
"6/3/2015","Toa Payoh",0
"7/3/2015","Toa Payoh",0
"8/3/2015","Toa Payoh",8.6
"9/3/2015","Toa Payoh",0
"10/3/2015","Toa Payoh",0
"11/3/2015","Toa Payoh",10.6
"12/3/2015","Toa Payoh",0
"13/3/2015","Toa Payoh",0
"14/3/2015","Toa Payoh",3
"15/3/2015","Toa Payoh",0.4
"16/3/2015","Toa Payoh",4.8
"17/3/2015","Toa Payoh",16.2
"18/3/2015","Toa Payoh",0
"19/3/2015","Toa Payoh",15
"20/3/2015","Toa Payoh",0
"21/3/2015","Toa Payoh",0
"22/3/2015","Toa Payoh",77.4
"23/3/2015","Toa Payoh",0.2
"24/3/2015","Toa Payoh",0
"25/3/2015","Toa Payoh",0
"26/3/2015","Toa Payoh",0
"27/3/2015","Toa Payoh",0
"28/3/2015","Toa Payoh",0.8
"29/3/2015","Toa Payoh",24.6
"30/3/2015","Toa Payoh",0.2
"31/3/2015","Toa Payoh",22.4
"1/4/2015","Toa Payoh",9.6
"2/4/2015","Toa Payoh",18.6
"3/4/2015","Toa Payoh",0
"4/4/2015","Toa Payoh",2
"5/4/2015","Toa Payoh",2.8
"6/4/2015","Toa Payoh",8
"7/4/2015","Toa Payoh",1
"8/4/2015","Toa Payoh",0
"9/4/2015","Toa Payoh",0
"10/4/2015","Toa Payoh",0.8
"11/4/2015","Toa Payoh",0
"12/4/2015","Toa Payoh",0
"13/4/2015","Toa Payoh",0
"14/4/2015","Toa Payoh",0
"15/4/2015","Toa Payoh",0
"16/4/2015","Toa Payoh",0
"17/4/2015","Toa Payoh",1
"18/4/2015","Toa Payoh",0
"19/4/2015","Toa Payoh",1
"20/4/2015","Toa Payoh",0
"21/4/2015","Toa Payoh",14.8
"22/4/2015","Toa Payoh",0.4
"23/4/2015","Toa Payoh",0.2
"24/4/2015","Toa Payoh",60.6
"25/4/2015","Toa Payoh",7
"26/4/2015","Toa Payoh",6.2
"27/4/2015","Toa Payoh",0.6
"28/4/2015","Toa Payoh",41.8
"29/4/2015","Toa Payoh",0
"30/4/2015","Toa Payoh",11.4
"1/5/2015","Toa Payoh",0
"2/5/2015","Toa Payoh",4.4
"3/5/2015","Toa Payoh",29.2
"4/5/2015","Toa Payoh",0
"5/5/2015","Toa Payoh",0
"6/5/2015","Toa Payoh",0
"7/5/2015","Toa Payoh",0
"8/5/2015","Toa Payoh",7.6
"9/5/2015","Toa Payoh",0
"10/5/2015","Toa Payoh",0
"11/5/2015","Toa Payoh",0
"12/5/2015","Toa Payoh",0
"13/5/2015","Toa Payoh",0
"14/5/2015","Toa Payoh",3
"15/5/2015","Toa Payoh",24.4
"16/5/2015","Toa Payoh",0
"17/5/2015","Toa Payoh",0
"18/5/2015","Toa Payoh",25.2
"19/5/2015","Toa Payoh",0
"20/5/2015","Toa Payoh",0
"21/5/2015","Toa Payoh",0
"22/5/2015","Toa Payoh",0
"23/5/2015","Toa Payoh",18.6
"24/5/2015","Toa Payoh",0
"25/5/2015","Toa Payoh",0
"26/5/2015","Toa Payoh",24
"27/5/2015","Toa Payoh",0
"28/5/2015","Toa Payoh",0
"29/5/2015","Toa Payoh",0
"30/5/2015","Toa Payoh",0
"31/5/2015","Toa Payoh",0
"1/6/2015","Toa Payoh",0
"2/6/2015","Toa Payoh",0
"3/6/2015","Toa Payoh",0
"4/6/2015","Toa Payoh",0
"5/6/2015","Toa Payoh",0
"6/6/2015","Toa Payoh",14.4
"7/6/2015","Toa Payoh",4.2
"8/6/2015","Toa Payoh",12
"9/6/2015","Toa Payoh",0
"10/6/2015","Toa Payoh",0
"11/6/2015","Toa Payoh",0.2
"12/6/2015","Toa Payoh",5.8
"13/6/2015","Toa Payoh",0
"14/6/2015","Toa Payoh",3.6
"15/6/2015","Toa Payoh",0
"16/6/2015","Toa Payoh",0.6
"17/6/2015","Toa Payoh",0.2
"18/6/2015","Toa Payoh",0
"19/6/2015","Toa Payoh",0
"20/6/2015","Toa Payoh",0
"21/6/2015","Toa Payoh",0
"22/6/2015","Toa Payoh",0
"23/6/2015","Toa Payoh",0
"24/6/2015","Toa Payoh",0
"25/6/2015","Toa Payoh",0
"26/6/2015","Toa Payoh",0
"27/6/2015","Toa Payoh",0
"28/6/2015","Toa Payoh",0
"29/6/2015","Toa Payoh",0
"30/6/2015","Toa Payoh",0
"1/7/2015","Toa Payoh",2
"2/7/2015","Toa Payoh",0
"3/7/2015","Toa Payoh",0
"4/7/2015","Toa Payoh",29.6
"5/7/2015","Toa Payoh",0
"6/7/2015","Toa Payoh",0.6
"7/7/2015","Toa Payoh",0.2
"8/7/2015","Toa Payoh",11.2
"9/7/2015","Toa Payoh",0.4
"10/7/2015","Toa Payoh",7.2
"11/7/2015","Toa Payoh",0.2
"12/7/2015","Toa Payoh",0.6
"13/7/2015","Toa Payoh",4
"14/7/2015","Toa Payoh",19.8
"15/7/2015","Toa Payoh",0
"16/7/2015","Toa Payoh",0
"17/7/2015","Toa Payoh",0.2
"18/7/2015","Toa Payoh",0.4
"19/7/2015","Toa Payoh",0.4
"20/7/2015","Toa Payoh",0
"21/7/2015","Toa Payoh",0
"22/7/2015","Toa Payoh",0
"23/7/2015","Toa Payoh",0
"24/7/2015","Toa Payoh",0
"25/7/2015","Toa Payoh",0
"26/7/2015","Toa Payoh",0
"27/7/2015","Toa Payoh",0
"28/7/2015","Toa Payoh",0
"29/7/2015","Toa Payoh",0
"30/7/2015","Toa Payoh",0
"31/7/2015","Toa Payoh",1
"1/8/2015","Toa Payoh",0.8
"2/8/2015","Toa Payoh",0
"3/8/2015","Toa Payoh",10.2
"4/8/2015","Toa Payoh",13.4
"5/8/2015","Toa Payoh",0
"6/8/2015","Toa Payoh",6.8
"7/8/2015","Toa Payoh",18
"8/8/2015","Toa Payoh",18
"9/8/2015","Toa Payoh",7.4
"10/8/2015","Toa Payoh",0
"11/8/2015","Toa Payoh",6
"12/8/2015","Toa Payoh",3.6
"13/8/2015","Toa Payoh",0
"14/8/2015","Toa Payoh",0
"15/8/2015","Toa Payoh",0
"16/8/2015","Toa Payoh",0
"17/8/2015","Toa Payoh",1.8
"18/8/2015","Toa Payoh",0
"19/8/2015","Toa Payoh",0
"20/8/2015","Toa Payoh",0
"21/8/2015","Toa Payoh",2.4
"22/8/2015","Toa Payoh",0
"23/8/2015","Toa Payoh",0
"24/8/2015","Toa Payoh",0
"25/8/2015","Toa Payoh",13
"26/8/2015","Toa Payoh",1
"27/8/2015","Toa Payoh",0
"28/8/2015","Toa Payoh",0
"29/8/2015","Toa Payoh",0.2
"30/8/2015","Toa Payoh",0
"31/8/2015","Toa Payoh",0
"1/9/2015","Toa Payoh",0
"2/9/2015","Toa Payoh",0
"3/9/2015","Toa Payoh",0
"4/9/2015","Toa Payoh",0.4
"5/9/2015","Toa Payoh",0
"6/9/2015","Toa Payoh",0
"7/9/2015","Toa Payoh",0
"8/9/2015","Toa Payoh",0
"9/9/2015","Toa Payoh",0
"10/9/2015","Toa Payoh",0
"11/9/2015","Toa Payoh",0
"12/9/2015","Toa Payoh",0
"13/9/2015","Toa Payoh",0
"14/9/2015","Toa Payoh",0
"15/9/2015","Toa Payoh",41
"16/9/2015","Toa Payoh",13.2
"17/9/2015","Toa Payoh",0
"18/9/2015","Toa Payoh",0
"19/9/2015","Toa Payoh",0
"20/9/2015","Toa Payoh",0
"21/9/2015","Toa Payoh",0.2
"22/9/2015","Toa Payoh",1
"23/9/2015","Toa Payoh",0
"24/9/2015","Toa Payoh",0
"25/9/2015","Toa Payoh",0
"26/9/2015","Toa Payoh",0
"27/9/2015","Toa Payoh",0
"28/9/2015","Toa Payoh",29.6
"29/9/2015","Toa Payoh",0
"30/9/2015","Toa Payoh",10.8
"1/10/2015","Toa Payoh",0
"2/10/2015","Toa Payoh",10
"3/10/2015","Toa Payoh",0
"4/10/2015","Toa Payoh",0
"5/10/2015","Toa Payoh",2.8
"6/10/2015","Toa Payoh",6
"7/10/2015","Toa Payoh",4.8
"8/10/2015","Toa Payoh",0
"9/10/2015","Toa Payoh",0
"10/10/2015","Toa Payoh",0
"11/10/2015","Toa Payoh",0
"12/10/2015","Toa Payoh",0
"13/10/2015","Toa Payoh",0
"14/10/2015","Toa Payoh",0
"15/10/2015","Toa Payoh",0
"16/10/2015","Toa Payoh",0
"17/10/2015","Toa Payoh",0
"18/10/2015","Toa Payoh",0
"19/10/2015","Toa Payoh",0
"20/10/2015","Toa Payoh",0
"21/10/2015","Toa Payoh",0
"22/10/2015","Toa Payoh",0
"23/10/2015","Toa Payoh",0
"24/10/2015","Toa Payoh",0.4
"25/10/2015","Toa Payoh",8.6
"26/10/2015","Toa Payoh",0
"27/10/2015","Toa Payoh",0
"28/10/2015","Toa Payoh",21.2
"29/10/2015","Toa Payoh",0
"30/10/2015","Toa Payoh",10.8
"31/10/2015","Toa Payoh",1.4
"1/11/2015","Toa Payoh",1.2
"2/11/2015","Toa Payoh",42.2
"3/11/2015","Toa Payoh",2.6
"4/11/2015","Toa Payoh",0
"5/11/2015","Toa Payoh",0
"6/11/2015","Toa Payoh",0
"7/11/2015","Toa Payoh",35.2
"8/11/2015","Toa Payoh",4.4
"9/11/2015","Toa Payoh",27.4
"10/11/2015","Toa Payoh",13.6
"11/11/2015","Toa Payoh",20.2
"12/11/2015","Toa Payoh",0
"13/11/2015","Toa Payoh",21.2
"14/11/2015","Toa Payoh",0
"15/11/2015","Toa Payoh",0.2
"16/11/2015","Toa Payoh",16.4
"17/11/2015","Toa Payoh",19.6
"18/11/2015","Toa Payoh",0
"19/11/2015","Toa Payoh",0
"20/11/2015","Toa Payoh",0
"21/11/2015","Toa Payoh",23
"22/11/2015","Toa Payoh",0.2
"23/11/2015","Toa Payoh",0
"24/11/2015","Toa Payoh",29.8
"25/11/2015","Toa Payoh",20.8
"26/11/2015","Toa Payoh",32.2
"27/11/2015","Toa Payoh",3
"28/11/2015","Toa Payoh",0
"29/11/2015","Toa Payoh",0.8
"30/11/2015","Toa Payoh",17.2
"1/12/2015","Toa Payoh",28.6
"2/12/2015","Toa Payoh",14.4
"3/12/2015","Toa Payoh",0
"4/12/2015","Toa Payoh",0.2
"5/12/2015","Toa Payoh",45.8
"6/12/2015","Toa Payoh",20
"7/12/2015","Toa Payoh",0
"8/12/2015","Toa Payoh",43
"9/12/2015","Toa Payoh",1.2
"10/12/2015","Toa Payoh",43.4
"11/12/2015","Toa Payoh",80.6
"12/12/2015","Toa Payoh",5.6
"13/12/2015","Toa Payoh",16.4
"14/12/2015","Toa Payoh",3.2
"15/12/2015","Toa Payoh",0
"16/12/2015","Toa Payoh",2.8
"17/12/2015","Toa Payoh",0
"18/12/2015","Toa Payoh",4.4
"19/12/2015","Toa Payoh",0
"20/12/2015","Toa Payoh",0
"21/12/2015","Toa Payoh",0
"22/12/2015","Toa Payoh",0
"23/12/2015","Toa Payoh",2.4
"24/12/2015","Toa Payoh",29.8
"25/12/2015","Toa Payoh",0
"26/12/2015","Toa Payoh",0
"27/12/2015","Toa Payoh",0
"28/12/2015","Toa Payoh",1.8
"29/12/2015","Toa Payoh",14.8
"30/12/2015","Toa Payoh",0
"31/12/2015","Toa Payoh",15.6
"1/1/2016","Toa Payoh",2.4
"2/1/2016","Toa Payoh",24.6
"3/1/2016","Toa Payoh",1.6
"4/1/2016","Toa Payoh",5.8
"5/1/2016","Toa Payoh",0
"6/1/2016","Toa Payoh",1.4
"7/1/2016","Toa Payoh",0
"8/1/2016","Toa Payoh",0
"9/1/2016","Toa Payoh",7.6
"10/1/2016","Toa Payoh",0
"11/1/2016","Toa Payoh",16.8
"12/1/2016","Toa Payoh",0
"13/1/2016","Toa Payoh",0
"14/1/2016","Toa Payoh",2
"15/1/2016","Toa Payoh",21.6
"16/1/2016","Toa Payoh",13.2
"17/1/2016","Toa Payoh",9.2
"18/1/2016","Toa Payoh",4.8
